lead_id,google_rating,google_reviews,has_website,has_phone,business_type,city,estimated_employees,deal_size,reply_probability,enrichment_cost,estimated_value,value_to_cost_ratio
0,4.5394567815359474,32,False,True,insurance,Fort Lauderdale,27,3000.0,0.16476630059995537,0.001,494.2989017998661,494298.90179986606
1,4.233789534744446,6,False,False,real_estate,Tallahassee,64,5000.0,0.16634336478991155,0.001,831.7168239495577,831716.8239495577
2,4.344559699344992,12,True,True,finance,Tampa,37,3000.0,0.13305244241347258,0.002,399.15732724041777,199578.66362020888
3,4.51564411291927,95,True,True,finance,Orlando,2,3000.0,0.11681570949797077,0.002,350.4471284939123,175223.56424695614
4,,0,True,True,other,Orlando,27,3000.0,0.11069181671680646,0.002,332.0754501504194,166037.7250752097
5,4.0401643918213495,48,True,True,real_estate,St. Petersburg,22,3000.0,0.2038956270613203,0.002,611.686881183961,305843.44059198047
6,3.9648136728536025,6,True,True,real_estate,St. Petersburg,30,3000.0,0.23341794889231207,0.002,700.2538466769362,350126.92333846807
7,3.880561075878329,15,True,True,finance,Miami,101,5000.0,0.21668043100238302,0.002,1083.402155011915,541701.0775059576
8,4.062428874386658,6,True,True,real_estate,Miami,3,3000.0,0.21861759587217675,0.002,655.8527876165302,327926.3938082651
9,4.947470655617198,13,False,True,real_estate,Jacksonville,11,3000.0,0.20647417693996967,0.001,619.422530819909,619422.530819909
10,3.7670844421533785,55,True,True,real_estate,Miami,36,3000.0,0.23542659522310175,0.002,706.2797856693053,353139.8928346526
11,4.684139177295741,2,False,True,real_estate,Tallahassee,4,3000.0,0.17888011741889934,0.001,536.6403522566981,536640.3522566981
12,3.358565114192098,33,True,True,real_estate,Orlando,88,5000.0,0.17769304727963972,0.002,888.4652363981986,444232.6181990993
13,4.032557485007112,26,True,True,real_estate,Miami,29,3000.0,0.21329373651550182,0.002,639.8812095465055,319940.60477325274
14,4.281376532552503,9,True,True,real_estate,Naples,47,3000.0,0.22933451031697444,0.002,688.0035309509233,344001.7654754616
15,4.49311116567964,3,True,True,real_estate,Miami,11,3000.0,0.2601183734380386,0.002,780.3551203141159,390177.56015705795
16,4.555613289896428,21,False,True,real_estate,Orlando,45,3000.0,0.15227132876833546,0.001,456.8139863050064,456813.9863050064
17,,0,False,True,finance,Miami,58,5000.0,0.08757184361437106,0.001,437.8592180718553,437859.2180718553
18,4.025637463875781,26,True,False,real_estate,Miami,25,3000.0,0.20884801617138812,0.002,626.5440485141644,313272.0242570822
19,3.9688241036677168,20,False,True,other,Miami,25,3000.0,0.1293433009889623,0.001,388.0299029668869,388029.9029668869
